gene,trial,K,train_cor_mean,test_cor_mean
BANK1,0,4,0.11066588542113702,0.04545449997754419
BANK1,1,4,-0.05010130597899357,-0.09372475814802021
BANK1,2,4,0.05373607244756487,-0.0010893416766610696
BANK1,3,4,-0.042085402024288975,3.9316926325022594e-4
BANK1,4,4,-0.024323341326736327,-0.03306147444384573
BANK1,0,5,0.00910456468247705,-0.012698667704863914
BANK1,1,5,0.04509156880279382,0.04942682222635881
BANK1,2,5,0.010890120019515356,-0.050625859584013354
BANK1,3,5,0.0455556275943915,0.014853061239404435
BANK1,4,5,0.006957866872350375,-0.04761423182552263
BANK1,0,6,-0.045949148221148386,-0.08641333921318534
BANK1,1,6,-0.0863135817150275,-0.10360784371198599
BANK1,2,6,0.0031205426073736614,0.040644435678773835
BANK1,3,6,0.022871987195685506,-0.0014803746690086636
BANK1,4,6,0.05364766422038277,0.05367544100028594
BANK1,0,7,-0.016398915814028844,0.030728077243597704
BANK1,1,7,-0.011734851946433386,-0.006090447764289538
BANK1,2,7,0.04619407819377051,-0.0014526326446006568
BANK1,3,7,0.04543820478849941,0.03079848858019465
BANK1,4,7,-0.023147912385563057,-0.03292751404115095
BANK1,0,8,0.020840690012038168,0.0540583070473698
BANK1,1,8,0.01718119809649781,-0.10586765837387431
BANK1,2,8,0.08023661395741834,0.03706383124065925
BANK1,3,8,0.08838923254774676,0.029748810114470933
BANK1,4,8,0.05193686671555042,0.045766578663404243
BANK1,0,9,-0.037067172997113734,-0.032192788035880424
BANK1,1,9,0.10527157783508301,0.08430207425922416
BANK1,2,9,0.0032533233364423117,-0.010429234299652028
BANK1,3,9,0.019834627441014163,0.02205471741075455
BANK1,4,9,0.08556092489096853,0.0025855767779310746
SCN4B,0,1,-0.024358192458748817,0.03140683276682669
SCN4B,1,1,0.017786287081738312,0.023017821541782828
SCN4B,2,1,-0.05465453387134605,-0.01633241171734084
SCN4B,3,1,0.01177496887329552,0.026916571076527143
SCN4B,4,1,-0.05125108237067858,-0.026261085769334693
SCN4B,0,2,0.04273816405071153,0.019184951813498233
SCN4B,1,2,-0.026495699253347185,-0.045103921874824336
SCN4B,2,2,0.013106707483530045,0.01598309285735696
SCN4B,3,2,0.08396099280152056,-0.051475401313121776
SCN4B,4,2,-0.015414706741770109,-0.06075469819942011
SCN4B,0,3,-0.010866661038663652,-0.028420309025107955
SCN4B,1,3,-0.06784503399911854,-0.09227737267020276
SCN4B,2,3,0.039211774348384805,0.018140530206457964
SCN4B,3,3,-0.002323827395836512,-0.027696342062418614
SCN4B,4,3,0.08087989273998472,0.08785381381808822
SCN4B,0,4,0.07476265293856461,0.02456618893727043
SCN4B,1,4,0.006606853825764524,-0.0748524156575552
SCN4B,2,4,0.06652202695194218,0.02474071117687079
SCN4B,3,4,0.0075658158036983674,-0.04674324762174225
SCN4B,4,4,0.06822181658612357,0.10107425736543271
SCN4B,0,5,-0.015097278584208753,0.09241693990072812
SCN4B,1,5,-0.007901495406662839,-0.024958743434625195
SCN4B,2,5,-0.04976652997235457,0.029240300871719718
SCN4B,3,5,0.10252682061400265,0.052850511693853415
SCN4B,4,5,0.012161068411337005,-0.017566381404470158
SCN4B,0,6,-0.00601851236489084,-0.04566691341908568
SCN4B,1,6,0.0433848663750622,-0.07226648593823953
SCN4B,2,6,-0.04681831101576487,0.1259725658046531
SCN4B,3,6,0.07921423887213071,0.025693282544040325
SCN4B,4,6,-0.051173580499986805,0.00562226323786871
SCN4B,0,7,0.036470935266051024,-0.01791018459062825
SCN4B,1,7,0.006379567921006431,-0.003514211746312188
SCN4B,2,7,0.0388003790544139,-0.06439150179596519
SCN4B,3,7,0.007974015341864692,0.007271567605104685
SCN4B,4,7,0.016465455604096253,-0.0066146859076811814
SCN4B,0,8,0.12623265840941006,0.13113609502253418
SCN4B,1,8,-0.04190979649623235,0.0632565651259091
SCN4B,2,8,0.014314711507823732,-0.0023369609253911594
SCN4B,3,8,-0.10460751669274436,-0.08166959592771456
SCN4B,4,8,0.026581575266189046,0.06758837171869819
SCN4B,0,9,0.025813572936587863,0.04844393247273851
SCN4B,1,9,-0.07589828698999351,-0.042449842610250005
SCN4B,2,9,-0.06732091709919688,-0.07651108162280594
SCN4B,3,9,0.04098647918241719,0.10046469308707384
SCN4B,4,9,0.08565063360664579,0.0868569954696396
DUS2,0,1,0.05336927415596114,0.08580325491783171
DUS2,1,1,0.02981569121281306,0.06119913907654237
DUS2,2,1,0.025670136842462752,0.06646437947355431
DUS2,3,1,0.07707907838953866,0.09377412516516409
DUS2,4,1,0.06131142129500707,0.10293414012331228
DUS2,0,2,0.1387758958670828,0.08083404369888839
DUS2,1,2,0.03573561211427053,0.028578059103624494
DUS2,2,2,0.04800978427131971,0.02975871954218695
DUS2,3,2,0.060043904205991164,0.023259996454096
DUS2,4,2,0.023892059094376035,0.0685229580294896
DUS2,0,3,0.17741365399625567,0.11476713457307183
DUS2,1,3,0.039480462735001415,0.07133815303265706
DUS2,2,3,0.10150027771790822,0.0771321449681679
DUS2,3,3,0.11590456952237421,0.06248659248477103
DUS2,4,3,0.029601890179846022,0.022102073077925333
DUS2,0,4,0.11726546494497193,0.10608985332851671
DUS2,1,4,-0.1018040312661065,0.04179670482927159
DUS2,2,4,0.14407111787133747,0.10632480486718629
DUS2,3,4,0.007416577802764045,0.07146905787155178
DUS2,4,4,0.06634293331040277,0.010094791075699926
DUS2,0,5,0.02803441695868969,-0.038476327858122654
DUS2,1,5,0.10921509315570195,0.030802292118577726
DUS2,2,5,0.06728355891795622,0.010109700574887054
DUS2,3,5,0.1130358378092448,0.06419227660098843
DUS2,4,5,-0.05066485620207257,0.01789835972351687
DUS2,0,6,0.011485877136389414,0.055961863549630966
DUS2,1,6,0.07584299002256659,0.0907612081186762
DUS2,2,6,0.03383307531476021,0.06250290499933363
DUS2,3,6,0.19325214148395592,0.1876541674218721
DUS2,4,6,0.15245829274257025,0.11425369596979652
DUS2,0,7,0.05664318965540992,0.1307415757439537
DUS2,1,7,0.08065922827356392,0.1411866780756458
DUS2,2,7,0.19277245282298988,0.10857513446605178
DUS2,3,7,0.03071324196126726,0.05153052509023432
DUS2,4,7,0.1455899455791546,0.11305372466827174
DUS2,0,8,0.04893723254402479,0.09101346604514529
DUS2,1,8,0.07172259936730067,0.042955249327721
DUS2,2,8,0.16648776746458477,0.16494687602802274
DUS2,3,8,0.17532468090454736,0.06263232497936354
DUS2,4,8,0.1327431406825781,0.0369923475089932
DUS2,0,9,-0.03835374820563528,-0.07456063653734943
DUS2,1,9,0.17789227763811746,0.03611191365263245
DUS2,2,9,0.14943548408336937,0.11792069920799673
DUS2,3,9,-0.017304783990968846,-0.030102688272248997
DUS2,4,9,0.039265851179758705,2.637507595554873e-4
BDKRB1,0,1,0.005887209541267819,0.0679666443233463
BDKRB1,1,1,0.017860231093234487,0.08424336478563338
BDKRB1,2,1,0.035221470700990826,0.11356970586887133
BDKRB1,3,1,0.04176219180226326,0.1138170095284846
BDKRB1,4,1,0.03919093248744806,0.09147143518779115
BDKRB1,0,2,0.05616248585283756,0.07937641378680146
BDKRB1,1,2,0.0652870424091816,0.06750422934372755
BDKRB1,2,2,0.15269045159220695,0.1447914225067057
BDKRB1,3,2,0.0970486090065808,0.11453453036557769
BDKRB1,4,2,0.14940537086739722,0.20545117215675898
BDKRB1,0,3,0.07438735870851411,0.11105804337207581
BDKRB1,1,3,0.09140405875061536,0.03803159135666059
BDKRB1,2,3,0.026611364136139553,0.05641762271174221
BDKRB1,3,3,0.07309797157843907,0.12020457131205012
BDKRB1,4,3,0.05041895330780082,0.07076080919028371
BDKRB1,0,4,0.16117481597595745,0.18616959437306047
BDKRB1,1,4,0.059072665145827666,0.07063649355836803
BDKRB1,2,4,0.12808555819922024,0.1347969550154226
BDKRB1,3,4,0.07814855666624175,0.12826863391104937
BDKRB1,4,4,0.07225222471687529,0.11845652629285036
BDKRB1,0,5,0.030066085772381887,0.06866903064478687
BDKRB1,1,5,0.05279037941040264,0.1058856711529058
BDKRB1,2,5,0.08918070048093796,0.10181123207701444
BDKRB1,3,5,0.23984237553344834,0.29537929972843424
BDKRB1,4,5,0.1129801335434119,0.16748607562202603
BDKRB1,0,6,-0.03354047818316354,0.051549812002945256
BDKRB1,1,6,-0.04899600396553675,-0.014881339841165402
BDKRB1,2,6,0.0029774759378698138,0.07431121841568797
BDKRB1,3,6,0.11627905971060197,0.19337445946198087
BDKRB1,4,6,0.11644853961964448,0.08434896939840024
BDKRB1,0,7,0.08241674614449342,0.17825076841639578
BDKRB1,1,7,0.059935764202641115,0.059935704674603824
BDKRB1,2,7,0.05248270928859711,0.13342483140733377
BDKRB1,3,7,0.043186949772967234,0.0779056355456119
BDKRB1,4,7,0.034472557405630745,0.0328929926887961
BDKRB1,0,8,0.13922233300076592,0.17944821503023053
BDKRB1,1,8,-0.01127721948756112,0.031765597165095576
BDKRB1,2,8,-0.0341814619799455,0.013461204738863126
BDKRB1,3,8,0.05146205094125536,0.0923208894014513
BDKRB1,4,8,0.018141310868991747,0.06318159691109439
BDKRB1,0,9,0.03689077434440454,-0.01726684410535983
BDKRB1,1,9,0.04105540903078185,0.11814522328499086
BDKRB1,2,9,0.07778317926244603,0.07136210753117471
BDKRB1,3,9,0.044805524663792715,0.14007254621177534
BDKRB1,4,9,0.07518871273431513,0.08559147173810429
TAS2R14,0,1,-0.09474430316024357,-0.07858737684326063
TAS2R14,1,1,-0.11866810550499293,-0.1012392167552319
TAS2R14,2,1,-0.11069986306958729,-0.09043458405956699
TAS2R14,3,1,-0.041841583533419505,0.002212928494716234
TAS2R14,4,1,-0.1399641562667158,-0.0836090986522368
TAS2R14,0,2,-0.07802975902126895,-0.0388340318454441
TAS2R14,1,2,-0.08042706378425162,-0.023777005793667736
TAS2R14,2,2,-0.1210505859926343,-0.14130097921339296
TAS2R14,3,2,-0.07651462571488486,-0.04797551430683008
TAS2R14,4,2,-0.09891864616009924,-0.0429926895968256
TAS2R14,0,3,-0.09848554121951263,-0.07220108421044341
TAS2R14,1,3,-0.07238730317395595,0.01021001686908861
TAS2R14,2,3,-0.039867210305399366,-0.015668140828992427
TAS2R14,3,3,-0.0029294068614641824,0.016619768542905977
TAS2R14,4,3,-0.06864246808820301,-0.14855029016257873
TAS2R14,0,4,-0.11195756950312191,-0.1035610452099643
TAS2R14,1,4,-0.13049735713543165,-0.06118658935469612
TAS2R14,2,4,-0.10988768748939037,-0.08629513262200239
TAS2R14,3,4,-0.10726550304227406,-0.09699734433885195
TAS2R14,4,4,-0.11446792922086185,-0.056595328219023106
TAS2R14,0,5,-0.12950319734712443,-0.07144154387944061
TAS2R14,1,5,-0.07804445130750537,-0.006098867333697984
TAS2R14,2,5,-0.10876158624887466,-0.10515752916082656
TAS2R14,3,5,-0.13396056410339144,-0.05680875314845066
TAS2R14,4,5,-0.16580443787905905,-0.050817631266857406
TAS2R14,0,6,-0.11730022314522001,-0.026080548453309753
TAS2R14,1,6,-0.08005129483838876,-0.05902573437633304
TAS2R14,2,6,-0.08537487064798673,-0.03514380765631015
TAS2R14,3,6,-0.04364885307020611,0.01737659354523143
TAS2R14,4,6,-0.16035154792997572,-0.12134237632968665
TAS2R14,0,7,-0.11319990373320049,-0.04420349238592442
TAS2R14,1,7,-0.18171856966283587,-0.16629474223256788
TAS2R14,2,7,-0.1606263162361251,-0.16201220691955803
TAS2R14,3,7,-0.16425115428864956,-0.1405112927200294
TAS2R14,4,7,-0.12312221485707495,-0.046690954519269474
TAS2R14,0,8,0.06984512176778582,0.024393006651219653
TAS2R14,1,8,-0.10210051346156332,-0.029098908714866978
TAS2R14,2,8,-0.08896110367236866,-0.10807823619459594
TAS2R14,3,8,-0.02493311671747102,-0.050975954022108985
TAS2R14,4,8,-0.2437242699993981,-0.1849643527542581
TAS2R14,0,9,-0.02035301665051116,-0.06236414140685689
TAS2R14,1,9,-0.1651785998708672,-0.040974933984311644
TAS2R14,2,9,-0.1333256041010221,-0.07333025518851338
TAS2R14,3,9,-0.09638137204779519,-0.12449720954230308
TAS2R14,4,9,-0.08506953157484531,-0.11290588640052451
TAS2R10,0,1,-0.043875547125935555,-0.010706541697910743
TAS2R10,1,1,-0.03445300656474299,-0.018493386723499056
TAS2R10,2,1,-0.10527764219376776,-0.05841577950528745
TAS2R10,3,1,-0.0665245407467915,-0.030599389949249087
TAS2R10,4,1,-0.03323921737157636,0.014250481296784785
TAS2R10,0,2,-0.1277429544263416,-0.06962423850304214
TAS2R10,1,2,-0.1843192945751879,-0.11772576420134219
TAS2R10,2,2,-0.11118362098932266,-0.056275908069028525
TAS2R10,3,2,-0.076572861108515,0.0012970008720353315
TAS2R10,4,2,-0.11733071009318034,-0.08428123741737059
TAS2R10,0,3,-0.1664881789022022,-0.028030520933490136
TAS2R10,1,3,-0.10363634013467365,-0.06050855091165846
TAS2R10,2,3,-0.035608655876583524,0.015686521961070732
TAS2R10,3,3,-0.08448733834342824,-0.051825471743458695
TAS2R10,4,3,-0.10324129400153954,-0.03823441591782869
TAS2R10,0,4,-0.07134452027579148,-0.09216041576487237
TAS2R10,1,4,-0.1037206422123644,-0.07200421640907602
TAS2R10,2,4,-0.1135397536887063,-0.1134435090526558
TAS2R10,3,4,-0.14402891198794046,-0.15271090468887663
TAS2R10,4,4,-0.15550545644428995,-0.13636138670968484
TAS2R10,0,5,-0.09967550821602345,-0.04654494314885222
TAS2R10,1,5,-0.15043717767629358,-0.059722420320475464
TAS2R10,2,5,-0.13760581778155434,-0.14054991351519958
TAS2R10,3,5,-0.09322853834277743,0.09044894423423128
TAS2R10,4,5,-0.09609009656641218,-0.033445836548123706
TAS2R10,0,6,-0.14061554252273506,-0.1118249279946533
TAS2R10,1,6,-0.03006801216138734,-0.07961810823040703
TAS2R10,2,6,-0.16455129389133719,-0.06124406881031271
TAS2R10,3,6,-0.24637836010919678,-0.1872782644505434
TAS2R10,4,6,-0.07309816974318689,-0.07850465748927814
TAS2R10,0,7,-0.06334459802342786,-0.048942875416880915
TAS2R10,1,7,-0.11836516526010302,-0.08334047620223813
TAS2R10,2,7,-0.20497030123240417,-0.18973205515727995
TAS2R10,3,7,-0.10522871929505426,-0.09606929420462772
TAS2R10,4,7,-0.21182827548020416,-0.16673351985968443
TAS2R10,0,8,-0.12211548019614485,-0.06929994832371045
TAS2R10,1,8,-0.16121426638629702,-0.12323967586785092
TAS2R10,2,8,-0.019595914106402133,-0.033716549956224244
TAS2R10,3,8,-0.15666445101507837,-0.0928702978128343
TAS2R10,4,8,-0.12273331524597274,-0.1177612188802801
TAS2R10,0,9,-0.2213581394818094,-0.2159197803306476
TAS2R10,1,9,-0.2104759986201922,-0.18668926084011112
TAS2R10,2,9,-0.1168291249519421,-0.0532413891109543
TAS2R10,3,9,-0.04755654186010361,-0.08029863958768699
TAS2R10,4,9,-0.11302953792942895,-0.08121425379916879
PIK3C2G,0,1,-0.010187325399278456,-0.059959247234826804
PIK3C2G,1,1,0.0404048396481408,0.027472601388738308
PIK3C2G,2,1,0.04881149219969908,0.033522222599235554
PIK3C2G,3,1,0.06496198433968756,0.034266204370616136
PIK3C2G,4,1,-0.022117600879735418,-0.054110689706689245
PIK3C2G,0,2,-0.11301268280173342,-0.07778941994149406
PIK3C2G,1,2,-0.009055468771192763,4.904648249307122e-4
PIK3C2G,2,2,0.05830011721183029,-0.03828483195244861
PIK3C2G,3,2,-0.05607799088789357,-0.04462644025578502
PIK3C2G,4,2,-0.0044267069962289594,-0.062427020574169906
PIK3C2G,0,3,-0.06299578584730625,-0.046429546263917265
PIK3C2G,1,3,-0.03354084947042995,0.022818905680203276
PIK3C2G,2,3,-0.036218658089637756,8.77096260838526e-4
PIK3C2G,3,3,0.01879233866930008,-0.027247035864162158
PIK3C2G,4,3,-0.018205009814765718,-0.0011929656924192927
PIK3C2G,0,4,-0.059830653170744576,-0.07716177112275616
PIK3C2G,1,4,0.04544122806853718,-0.03964249984692267
PIK3C2G,2,4,-0.01854668214218691,3.436265580183611e-4
PIK3C2G,3,4,0.07236993364575836,0.060470924702648775
PIK3C2G,4,4,-0.1440800302144554,-0.05639412257419295
PIK3C2G,0,5,0.04714297865413957,0.07144334497673745
PIK3C2G,1,5,0.004955032219489415,0.055815379203135965
PIK3C2G,2,5,-0.013664024882018566,0.016058109649154478
PIK3C2G,3,5,-0.09131384185618824,-0.09819678287574513
PIK3C2G,4,5,-0.1296147400409811,-0.046612767508069676
PIK3C2G,0,6,-0.08180489890380865,-0.030993524101469123
PIK3C2G,1,6,-0.15005889307293627,-0.03851122044553769
PIK3C2G,2,6,0.0805419281952911,0.050888645392572845
PIK3C2G,3,6,0.013684920759664642,-0.028862555936504133
PIK3C2G,4,6,0.0368737831660029,0.029901565240042123
PIK3C2G,0,7,0.04161222020371093,0.06851168767902237
PIK3C2G,1,7,0.09097999413077357,0.05810939189140521
PIK3C2G,2,7,0.03405502831770314,-0.019240059561186476
PIK3C2G,3,7,0.023734632465574477,0.014601388579238999
PIK3C2G,4,7,0.05416760117643409,0.012795678422600662
PIK3C2G,0,8,0.040585322926441826,0.039019145584400096
PIK3C2G,1,8,-0.01750079832143254,-0.04220064010841995
PIK3C2G,2,8,0.02541225150667338,0.04756217311661726
PIK3C2G,3,8,-0.06932588211364216,-0.06065682627513943
PIK3C2G,4,8,-0.03557043398420016,-0.015561365231383168
PIK3C2G,0,9,-0.0520707331597805,-0.009940870867644313
PIK3C2G,1,9,0.007249154978328281,0.08088279190154725
PIK3C2G,2,9,-0.11935204779729247,-0.05463629230174749
PIK3C2G,3,9,0.0027044167121251426,0.029282107536246722
PIK3C2G,4,9,-0.04723254218697548,0.030675103570737796
MACROD2,0,1,-3.389529883861542e-4,-0.009997292291603314
MACROD2,1,1,0.03780251472360558,0.04981552865098119
MACROD2,2,1,-0.0951214109857877,-0.09590982875973449
MACROD2,3,1,-0.05102048493507835,-0.07590403232486849
MACROD2,4,1,-0.06748616405659252,-0.08603113305571702
MACROD2,0,2,-0.08256411304076512,-0.0819423994841549
MACROD2,1,2,0.02823709034257465,0.0028405660198741914
MACROD2,2,2,-0.0443223909371429,-0.04948717952782485
MACROD2,3,2,0.007904284530215792,-0.04451745156936677
MACROD2,4,2,-0.008938166002432505,-0.048800564189850966
MACROD2,0,3,0.040202591464751296,-0.039046716575958366
MACROD2,1,3,0.07799709505505031,-0.005900578130213357
MACROD2,2,3,0.0448614290346288,-0.026331351681789794
MACROD2,3,3,-0.04122580497318672,-0.02985954219032529
MACROD2,4,3,-0.036640993112491235,-0.036645086837208456
MACROD2,0,4,-0.00176011108689838,-0.0368161527842559
MACROD2,1,4,-0.055577453329331346,-0.09764709034044643
MACROD2,2,4,0.03630187683221367,-0.037089601645195716
MACROD2,3,4,0.008273214515712526,-0.030780358393637068
MACROD2,4,4,-0.030784639219443004,-0.061355267113518165
MACROD2,0,5,-0.04908393406205707,-0.047923059149558446
MACROD2,1,5,-0.0410770612458388,-0.04969290324487232
MACROD2,2,5,-0.033592074592080384,-0.10355533368966954
MACROD2,3,5,0.04109716001484129,8.383162225926922e-4
MACROD2,4,5,-0.053487912906954684,-0.07887136146083505
MACROD2,0,6,-0.06193545957406362,-0.09805527184145219
MACROD2,1,6,-0.08716148200134437,-0.11085071330340925
MACROD2,2,6,-0.13743232687314352,-0.1737168596695662
MACROD2,3,6,-0.060139326171742544,-0.04535370591464381
MACROD2,4,6,-0.03390674862182803,-0.06669776275081704
MACROD2,0,7,0.07066257629129621,0.01565643488753669
MACROD2,1,7,-0.1065824310709205,-0.16419357539351626
MACROD2,2,7,0.11357290546099345,0.03447454585280957
MACROD2,3,7,-0.05593091994524002,-0.10509746124679294
MACROD2,4,7,-0.007634794805198908,-0.05045268013815908
MACROD2,0,8,0.056329519183944084,0.025389214505879092
MACROD2,1,8,-0.0877854513625304,-0.09306083601873012
MACROD2,2,8,-0.011278685078852706,-0.04431740509908855
MACROD2,3,8,-0.11442736474176247,-0.12734492376215634
MACROD2,4,8,0.020912365908669826,-0.05728072896702204
MACROD2,0,9,-0.07648965881930457,-0.129783677194724
MACROD2,1,9,-0.0075584107802973855,-0.05200619072046361
MACROD2,2,9,-0.004102090580595864,-0.05062632975093156
MACROD2,3,9,0.14792575542297628,0.145419837849281
MACROD2,4,9,0.01891384232375357,-0.08544388728801168
IQCK,0,1,-0.02262355780435933,0.02103230878373208
IQCK,1,1,-0.041179959972699486,-0.015759591875797865
IQCK,2,1,-6.668638024065229e-4,0.02193203854832938
IQCK,3,1,-0.08568477454698747,-0.020421582374576627
IQCK,4,1,-0.03213350454138385,0.02135287332600496
IQCK,0,2,0.00919686858024862,-0.0027710956059475325
IQCK,1,2,-0.06740148613850276,0.04476987515641562
IQCK,2,2,-0.03561914507817063,0.01395037818193887
IQCK,3,2,0.04752968604831646,0.12821849238735222
IQCK,4,2,-0.07157494872808456,-0.08826664616660486
IQCK,0,3,-9.050495379293958e-4,0.05657794461138542
IQCK,1,3,0.0891503778596719,0.08709751678391621
IQCK,2,3,-0.07720252095411222,-0.017116943325721366
IQCK,3,3,-0.06372644793656138,-0.09286594999915009
IQCK,4,3,-0.10866912216362026,-0.03156214683829242
IQCK,0,4,0.019716188725497987,-0.001059687858294726
IQCK,1,4,-0.008836711239483621,0.029491708498437224
IQCK,2,4,0.03820636263117194,0.10790499736076992
IQCK,3,4,0.0071169280757506686,0.049937627976364
IQCK,4,4,-0.017006181904839143,-0.002906420087398087
IQCK,0,5,0.042568558620082006,0.0345872525767843
IQCK,1,5,-0.0429035077492396,-0.019894749527782557
IQCK,2,5,-0.11759190675285128,0.020851947186541115
IQCK,3,5,-0.015860538360559277,-0.0194499892678759
IQCK,4,5,-0.10008204997413689,-0.012167106008747125
