Gene,0 - shot learning mean correlation,0 - shot learning correlation stddev,1 - shot learning mean correlation,1 - shot learning correlation stddev,2 - shot learning mean correlation,2 - shot learning correlation stddev,3 - shot learning mean correlation,3 - shot learning correlation stddev,4 - shot learning mean correlation,4 - shot learning correlation stddev,5 - shot learning mean correlation,5 - shot learning correlation stddev,6 - shot learning mean correlation,6 - shot learning correlation stddev,7 - shot learning mean correlation,7 - shot learning correlation stddev,8 - shot learning mean correlation,8 - shot learning correlation stddev,9 - shot learning mean correlation,9 - shot learning correlation stddev,10 - shot learning mean correlation,10 - shot learning correlation stddev
LIN28B,0.18374600318573317,0.2579925075824416,0.1673225400366369,0.29460460619021284,0.17101595025692837,0.3007515426354186,0.15349138178284313,0.2978533775296082,0.17914293300114864,0.29744783476315145,0.16180530167642365,0.3161871050922661,0.19655077115156994,0.3057505663740062,0.16722264201799417,0.3063291299485207,0.16730585465998113,0.3034367489833097,0.15133563228176064,0.35533550027223615,0.1343852989762397,0.33734666215233866
COLEC10,0.08927537841695393,0.1450921593684833,0.043390363948298524,0.17548472444443125,0.040365390667103665,0.17030254193557995,0.04445435759443393,0.19438205200913716,0.043114756499567454,0.16781301849868754,0.0670310082473377,0.17329160061111268,0.02723747339468678,0.1584143841567339,0.028583425190580554,0.21074670093875816,0.013964077678836633,0.20271674952934257,0.03977994318415821,0.23106411899860588,0.017636711150964334,0.2598688234843883
SOX11,0.11646141377293938,0.1825918667086378,0.09850315597407387,0.18735044825642555,0.10090530424128533,0.21782159670769885,0.0744725620267425,0.2136380280366906,0.10701825630997205,0.20197929477661392,0.11434581910021134,0.20576810087544073,0.10338919042891628,0.1997110549722287,0.06841149115302303,0.25231234803994884,0.12120457793235849,0.2365961363067676,0.1366188499846687,0.23417002902249415,0.10140165284676585,0.2703679375378696
TP53,0.5579033511591982,0.22963016785748663,0.5540745827017133,0.2071834283339055,0.5477438945196159,0.22541352797721106,0.5362979482100265,0.248847845514518,0.5542190134721358,0.22937754736934393,0.5431216506626424,0.2536455191330646,0.5328248965821814,0.24930256185908584,0.5527037677149136,0.25708622710953644,0.5379677563758084,0.2928296996599393,0.4946107516256497,0.3260574464144328,0.5338194602128512,0.31336552351786906
KCNB1,-0.04962640797597634,0.14066686948701357,0.011607950632267307,0.13933248636754028,-0.037550507034413434,0.17264987448793323,-0.03158240814661936,0.20078583638397376,-0.02354520401101953,0.20857613685425277,-0.04959263661574089,0.2102622533171937,-0.01230855408767979,0.23894534983769042,-0.021693973023657272,0.19073742448350928,-0.022235285637812977,0.24110317188876537,-0.03590705031797728,0.22626912883873648,-0.04502783197160595,0.22031821461760678
HEATR5B,-0.13118106902396112,0.16984547754769772,-0.10262695527340517,0.19190912853359812,-0.10243449677635867,0.1973212469604476,-0.10216863028726494,0.1964746342813987,-0.08663727657003464,0.20274337517465083,-0.07271315724476005,0.21864576736312452,-0.1029373386118885,0.22569416051021246,-0.08649957063175824,0.22395479726666542,-0.0885331173418732,0.2400008339934238,-0.10503934389393582,0.2657156657341572,-0.1422348715821103,0.2788330790682592
LDHB,0.04815158107767766,0.20188550841641273,0.027333071623005658,0.19613980758707011,-0.008968415971624049,0.1884655721880005,-0.0311337630056385,0.19082512319607917,-0.007904056610770156,0.18805654901098973,0.016740194857441087,0.22161786334856662,-0.005097329070915577,0.22392711225194184,-0.01511470216921882,0.21496861541906254,0.005970759655218761,0.21137283183909336,-0.006448661193421555,0.22050779497442952,0.005182532885462855,0.29839078861748575
KAT6B,0.050778110841871386,0.2016845784329179,0.06697449650302975,0.20275659802173618,0.06896762637683514,0.19913740605826358,0.0649980891225617,0.2164604712288642,0.08346734271391668,0.22476252090521892,0.07924657628578516,0.226060950806466,0.06659722727564477,0.2288229945033169,0.08396927059406452,0.21441279649616513,0.07623329844620777,0.23759115287214405,0.07169796625879904,0.25973825091194075,0.06219229797111523,0.27593549250109717
ALK,0.1120465425859994,0.19151370695353498,0.11850223593991516,0.19242840843859613,0.1022991904577287,0.17445822253184565,0.10011112512850666,0.1878654206067666,0.10133745930154121,0.18805819488903047,0.10012079293982366,0.1842953538045749,0.08248202316365603,0.19709333117304906,0.11468170945550772,0.22706827284305034,0.12267861387774126,0.22233963933581433,0.11517035743075833,0.2431940163985513,0.13642875845991734,0.2457340904667781
MYH10,-0.0804735711092699,0.19135764700512997,-0.032711046672060276,0.17656039631700876,-0.008183205222485895,0.20208501650025515,-0.017285543369985813,0.1834127078705904,0.018649148526846314,0.19547086507265338,-0.01302924750029468,0.1943685615243119,-0.014081070936997599,0.23340317717145817,0.03590224853025464,0.23400047045351957,-0.005544036042649063,0.26325114978157166,0.0007848570147381773,0.25364460533416816,-0.0050420553287312065,0.20123027761604068
RASA2,0.08186027637317915,0.21256939504851838,0.09106170751895741,0.24778598593092513,0.12226655203280105,0.23000380236967055,0.11120331925819656,0.2293392982174788,0.10505413278402555,0.2481794182540867,0.09935151317327598,0.2398230143015717,0.10081669645031822,0.24788653912661962,0.12162464715807564,0.260401349474313,0.1034033345197447,0.2656704320898663,0.1052734578345077,0.2827456766863004,0.1500357606816014,0.2684889920147873
MC1R,0.12080187692108943,0.21084053234996855,0.12094016656306993,0.24639115438242098,0.12458592222013114,0.2450158010379862,0.11748148639467298,0.2630420241588014,0.12625846853173625,0.249621858904819,0.1221701579195995,0.24129561407008127,0.13020788778018177,0.25088428928065615,0.13574162980807405,0.23272970127040332,0.09936100892049471,0.2319045905273187,0.1406831078505306,0.29767959320457493,0.09087641605809064,0.3026669808513074
TCF3,0.05921194116293128,0.10084768414767022,0.05815257247631854,0.13654341139566928,0.08205813397755184,0.15572052798640162,0.06981393218953645,0.1609370613995662,0.07978372779585076,0.15932942948781745,0.05156234064386778,0.18691576640752683,0.08356906676708363,0.1825564064342351,0.09684156060994614,0.19326315751186166,0.04236578232651495,0.2192381378328181,0.04272785095669799,0.2512329584707932,0.10004762427275074,0.2640944994339743
DMXL1,0.2747822447075255,0.22696832623578705,0.24139704219288927,0.23648054801788043,0.25794468495875894,0.23620445154528893,0.260405904959796,0.22517887475218312,0.2652695027695102,0.2413081881296112,0.24201518224897245,0.24238729788704375,0.25387152234414195,0.284321892215028,0.2627793611244753,0.2372599102392417,0.1939138955375022,0.26581897365946644,0.23901937165731707,0.27874026896917525,0.22664928567284387,0.25618754028649876
SIX3,0.09664032432444611,0.12730018796625325,0.10021443757056823,0.14362917483455798,0.09105030061124621,0.13953583287199758,0.09429561410141014,0.1688307032837544,0.09705320011166889,0.17098381895363962,0.06820639523636329,0.22636447593821984,0.07653854017421469,0.21876957016628465,0.10518495312491964,0.18210192546730541,0.1242507007310498,0.23832447455104844,0.0546156681023918,0.2257679306461667,0.09332884850901757,0.24515227457748018
SPN,0.22249326767224673,0.15897579670266934,0.2294772867181874,0.17234866557849488,0.23014557882427233,0.1887330037610186,0.2089689619832303,0.19672846940312222,0.2115935891632877,0.2243775389653546,0.21856197638459884,0.21192333950819195,0.19892492529930578,0.19779628309661101,0.25655402207699674,0.23822319370658365,0.2331040605284064,0.23402565791592125,0.20753370652896064,0.2739503841485722,0.20914436497173686,0.2456688012610162
SAMSN1,0.09751272950310323,0.3215987633429166,0.09532569661984866,0.27578703661805676,0.08994701085752209,0.28596382946941173,0.08258315057272823,0.26956513047018277,0.09190105553188925,0.3012061476856813,0.09794571198995362,0.2813850786314528,0.09345940557842634,0.3108967473985496,0.1234136749753202,0.29959555165180685,0.09849079090138896,0.3378089423618926,0.06555286329356694,0.32138464222558966,0.1029187078480318,0.31356351084623657
CATSPER2,-0.052703044791215396,0.2547913509760169,-0.03768828908908524,0.25612805353536905,-0.04609799356301044,0.23000183835065544,-0.04649479402083552,0.24767000026670513,-0.052397690747024384,0.26587849733877017,-0.055896297427731875,0.27035149505614303,-0.03399287676926212,0.2732625134866736,-0.03377499495000849,0.2779056934738251,-0.06310402700155274,0.30089429497752,-0.04891479080139212,0.2600018090861226,-0.07709692953721434,0.3006430519814949
COL5A2,0.056304862030830787,0.2599065038470611,0.08119570530992987,0.21116847667125208,0.07273199770820575,0.219873848899366,0.06602064048926265,0.21495676577873216,0.07828475692796161,0.208063428499111,0.0784484563387327,0.23055505683518607,0.04328165742722595,0.2334264660491789,0.06005365361484469,0.26029154722737363,0.06507331534810495,0.27652475130105403,0.0998131296587131,0.2945873529937922,0.10854625758250962,0.30766469340941427
METTL21C,0.019649671653909392,0.09394881856053376,0.03783746983138173,0.12416351764298764,0.052542719313675684,0.12723008179195508,0.07526435195173971,0.12621212867188883,0.05291646672386244,0.16017769502757914,0.042244434471032315,0.1523337488729444,0.06212734843429269,0.17330800440425356,0.05739047678642288,0.18574670961550252,0.05221176729063852,0.20089826594279256,0.060741376165046074,0.2024506517399455,0.02364014035556546,0.2073842444217762
ZAP70,0.020099567708818017,0.18765506928061038,-0.013088234063994683,0.2288651998986897,0.014715688252095177,0.21441493350150634,0.0555610637929957,0.23098865495318932,0.047113837219894386,0.2500117941230051,0.05182101255629573,0.23630941896557317,0.078679440331734,0.2567008899269606,0.040843149162950974,0.26908914504263554,0.0895976735426172,0.26559985370649747,0.07520242126691991,0.29293811724626073,0.05201549871419031,0.26210041389492433
ZSWIM5,0.038740200102829976,0.16890277898790196,0.055050919016047285,0.19006063862364594,0.05199779785437969,0.19060547335083083,0.033799876162880216,0.1859632918176249,0.046783064747122,0.19527880238051434,0.038244126396715865,0.21353101770239702,0.0492721059095948,0.2220812452320761,0.05984483437256369,0.2326799693272227,0.016917399636482307,0.23000771359881667,0.030521937942770527,0.2576375583812239,0.030760795196493617,0.2519067627421872
INPP4A,0.1702000514264784,0.27020600645795706,0.15940928982970104,0.23787881546753167,0.1641477879956072,0.24847849411251408,0.15219053490109227,0.2742740132918423,0.15582075680364177,0.2686446992994115,0.1563654092793225,0.2562132196501645,0.12732580251464506,0.29733207209026097,0.14661394856527615,0.29329879894573513,0.14555601605381302,0.27358855636611984,0.15231696581618753,0.2923961027966658,0.13614990285844647,0.33590839113630655
SLC35F6,-0.09051387316654816,0.1837764331451883,-0.0744582453656007,0.1947676029372645,-0.08004050677990047,0.2091371684552528,-0.0853506389489252,0.2221719475022487,-0.08498661023702367,0.2210054844303221,-0.09250897915966619,0.22243623575856925,-0.0981054332400189,0.23316923895924668,-0.09722357502524727,0.2404962392751405,-0.12246406254419874,0.2738811780551341,-0.12318499967108336,0.2624037503882526,-0.0930667139743379,0.25689485249654265
NUMBL,0.22752060681748212,0.18668626352633083,0.22523290381384203,0.18099301520816496,0.23980647831438676,0.16995840535489565,0.23596103411007688,0.17125013057210914,0.24674966049497069,0.1943402872672034,0.23795312488590858,0.2025279934592158,0.2525303178765218,0.21356995175941684,0.26140171167942594,0.20830714619265223,0.22614342137333213,0.22944423984948648,0.2771144501926716,0.2090204519054971,0.21462517346228727,0.22764436835880789
FGFR2,0.21823775710132182,0.18226358711236382,0.20825594599418215,0.22724274333846792,0.19941318894332466,0.24808467715547283,0.16798990656467577,0.2735820181314538,0.21207916899591103,0.26728275373981025,0.23622036140358885,0.25886631432661333,0.24655310480301332,0.3037045980704243,0.16350535805476013,0.28689842608978294,0.18951209113013376,0.286731770554624,0.147095556280041,0.30603069561083796,0.1943158661817535,0.2915430643915115
ISL1,-0.027467291491605858,0.21595018522252077,-0.012103801262608701,0.2161833263812689,-0.029929666425958297,0.24047821997333504,-0.021197747213805497,0.23041286884449444,0.014187294175625694,0.25657938852167494,-0.005931501265923109,0.2604723482580023,0.01569103773492942,0.2854039568180385,0.031759355109172806,0.2595486232438068,0.014664818682985926,0.27522484267223435,0.0038378740564984667,0.309620242392516,-0.006402252393067828,0.29665503607083005
SMU1,0.16333192608434957,0.15729898886353014,0.1766874836755189,0.1836436899209903,0.181690438333247,0.202073454798698,0.14899777942984888,0.2087344793387286,0.1662047750539987,0.2188402557754516,0.1504629162513502,0.19033551995923656,0.16913169225050265,0.22603068729662185,0.1936901099526731,0.20347215046606162,0.1712714466518215,0.2350746772716717,0.13327240232267593,0.2708774143741294,0.1766797119630852,0.26990674447255764
SIRT7,0.017157160766691208,0.2097337497827719,-0.04912358282028047,0.18858561835654483,-0.03553135059523904,0.1798527271848767,-0.034667715581215126,0.1903180213233332,-0.05482505155354021,0.2126584084664778,-0.05075465693162486,0.16250421214213792,-0.06118483543898357,0.21888973014586413,-0.06517693325727651,0.23566423633810762,-0.014928305630777234,0.24645435196149962,-0.08260645152226677,0.2207180214390264,-0.04902412575569878,0.2265961859350211
TSPAN5,0.22227059520738396,0.1432424864687637,0.229417124383408,0.13782320548697885,0.20526099860348737,0.13639555085342128,0.2372765855488804,0.17435178748748062,0.21242997534051744,0.1989363537398839,0.2226273507583205,0.2128954889981586,0.20096768010319643,0.22980667153110895,0.20613584311133035,0.19924201691138474,0.22627744153110282,0.1978547500183443,0.18693074618672265,0.2177909611408706,0.21288055914379628,0.2517549294678699
R3HDM4,-0.00912826534330038,0.13827318539965494,0.003610942660452038,0.152057442289758,-0.009492332828475109,0.17671375328909153,-0.009386314706919861,0.16797028538694236,0.010907384689352427,0.19542929951902377,-0.026461115948514736,0.19109638337806847,0.017552580821527306,0.20726591908213948,0.011386092161862652,0.21117003370189089,-0.005203350185996377,0.24342429436350213,0.025481398186779997,0.2191810375395425,-0.016869124375163906,0.2548920808298312
IQCK,-0.20236651626765384,0.1396259884097879,-0.19172411596951033,0.17549555074452022,-0.19618789059421904,0.1945845761967542,-0.19672657882910807,0.1844807966484333,-0.16685352376525278,0.23263758759910538,-0.19233895717514193,0.2044695513924545,-0.12643784209723608,0.2422181096358298,-0.1603016950313498,0.22379498401414766,-0.19043269370510174,0.25632734025264475,-0.18414001959950776,0.22908830930355153,-0.17815350200972987,0.26209708218526173
MAP4K4,0.23087260434103435,0.20808793852558669,0.239885329850723,0.22138287602664763,0.250909334861962,0.2280252159140902,0.24795057272331372,0.23560241025951184,0.2654957153924604,0.2265650393552335,0.23265981592480234,0.24631680600744132,0.247151366283625,0.26418337132512604,0.23160803743223274,0.2500085901145262,0.2689906111589648,0.2841912471625052,0.2281017966433066,0.31026795381499117,0.28869547529930506,0.28740742531180846
IFT172,0.026149792171243434,0.18163198130194422,0.0007667710642861394,0.18987613329313865,0.007954315696662108,0.1789086359290965,0.0031597345952611515,0.18122536588038515,0.026926690995804838,0.178684254306711,-0.008209207707968355,0.19093931116240423,0.0009060997512718244,0.23958556422152255,0.010114014980759294,0.22880965364214848,0.00912065712895395,0.23620641374896192,-0.006373642349802622,0.24873448528438422,0.031253635568890444,0.2332899654052269
BDKRB1,-0.016995426389542843,0.1573625467870459,0.010306967924911745,0.18511506959688312,0.018202404023775272,0.19110371340126278,0.04670008481867519,0.21051394974118873,0.040213726200331486,0.20109689166094147,0.008024992062252349,0.2373140769123526,0.01754361417211159,0.22628478249324155,0.05495906758492415,0.21601765403906317,0.0531618748127398,0.2727523452300589,0.0701593085571065,0.26361345341434916,0.06967429985533624,0.23887330034427137
KATNAL2,0.2590875891808901,0.2004303951631956,0.2732539016921855,0.19144147499447334,0.26600865689998576,0.20476907730538152,0.2633112398513437,0.203567676288229,0.2451721902657999,0.22232220064609035,0.24803621205011744,0.23583837639185612,0.24593724283347762,0.2265767718889306,0.28836243561515973,0.2440968370853895,0.2780682843489457,0.2434635890859925,0.245527927854565,0.2575571928709225,0.24704734291480226,0.2437777726888014
GKN1,0.0846619664162811,0.1851354179888899,0.09150642762241701,0.16977376174513628,0.09175562672507405,0.18778753826173353,0.08949758699955197,0.18445760870549596,0.08318378898182677,0.17167539371559354,0.10068021495877146,0.18175073559337254,0.0714419229450817,0.19031093174906716,0.08576296413183605,0.1865083449449368,0.09136157231549198,0.23650520277847015,0.07022467836307635,0.2362301571246308,0.06798318585488129,0.2152903576465578
PFKP,0.07465065290026826,0.2548462268682859,0.08030608583415018,0.22291137629775018,0.07637871711023038,0.20197696667690482,0.08132745375787243,0.1825710028451806,0.0821827955388841,0.20920795616315835,0.09615500276367879,0.22069577475499788,0.12922264484958929,0.2032832388795424,0.07480702429371916,0.23697406531855886,0.10726692258514604,0.252764118105529,0.08407631529457912,0.24007664728825767,0.14344779694664292,0.2634401182117751
SCFD2,0.08986125981983924,0.14602937372453226,0.132449213302627,0.19083335167893858,0.09800325854183234,0.18762976956493047,0.08847906158134772,0.19676116408472938,0.11386223308288902,0.22841255814131353,0.0926471019515704,0.23564896826859658,0.09145120641231946,0.23748335830987746,0.06088782258527322,0.2459249800207258,0.11968821349978058,0.25235854110273465,0.116792283030237,0.2828731015364703,0.05753498512806427,0.29663442113177346
ZNF526,0.0477845859153313,0.2551824721296631,0.012381723145556502,0.24843206001933252,0.00414439401809218,0.23052473613053354,0.02845517434315012,0.24267365398298618,0.02497222366892514,0.2587654095982823,0.009468602671010488,0.2488334711150628,-0.013099727431409264,0.2656072103876974,0.03450327673569889,0.25634303441048917,0.029842451910368974,0.26182003179659186,-0.04476714309235722,0.2888165531335949,0.010008383335716575,0.2832665076458804
KRTAP3-1,0.02613770320805535,0.11509935632837891,0.022951408933759493,0.11685869525473928,0.017646440376809232,0.12814182114918296,0.010566550044936607,0.154717706791128,0.005220545645641238,0.13680216132599987,-0.01344919613284274,0.14796723842958012,0.004323714219402197,0.16251953162037694,0.02626150205098265,0.16027527373858882,-0.03638897097625711,0.21107198090999105,0.026027582107652363,0.23085226312358959,-0.0005005646712970923,0.25595925785986623
CYP24A1,0.02226477227882413,0.14461543115601944,-0.03049301546932478,0.18504057031343177,-0.03379291782312855,0.18964786432651706,-0.027426396622174838,0.19907950978072456,0.023223315835617455,0.19977592112143877,-0.021002380904923908,0.21974623293924128,-0.028191245986491906,0.25228058845744145,-0.0346968501557913,0.252499942185899,-0.01726439360646549,0.28122909618781067,0.0035060754055954648,0.2780379711240938,0.006827294467086078,0.31608283425848094
CYB5R3,0.2384406404131699,0.21195539302971506,0.21740064633442166,0.17526963237101958,0.22320500992185013,0.18534440570828337,0.20651932425442537,0.16695562755375906,0.2090420485807814,0.18156766926102244,0.1825679612867314,0.18607650792426078,0.179584210816681,0.20604931668642276,0.19783584504311108,0.22804445228137077,0.2005978866608986,0.24610459296425033,0.1974101023820874,0.2470124472320507,0.1735325269053517,0.2683151929512863
BNC2,-0.0605812375845475,0.17917652465458317,-0.02597109218115443,0.1794689202007727,-0.03171845909092589,0.2084247208480424,-0.029700424872495145,0.2110952415392881,-0.02202165451221592,0.2246057013984843,-0.00558883598174682,0.23630599732739013,-0.022070110509697996,0.22944169606546527,-0.021193380661711086,0.2396517463342656,0.03146340087479145,0.2538434758470845,-0.01260230332390864,0.21705495317916507,-0.04306683385023452,0.28936163815753435
ACVR1B,-0.13489968885354858,0.19647050270157165,-0.1386781471275161,0.2226089300938014,-0.12979667110684664,0.25478850261122205,-0.10680492541791572,0.22945149211550167,-0.11363187180648415,0.2606274027114009,-0.087010437246149,0.26455943285407185,-0.09058862449749301,0.26659861306680976,-0.0926585762824408,0.25226036151873,-0.10670934438978313,0.2644229683932449,-0.12695916657738238,0.29061271633233354,-0.052626916468207836,0.2996767883566026
MIA3,0.06722201178089494,0.10023331580420135,0.13850711696198478,0.13989354867700043,0.11172158528434498,0.13219662460543544,0.13292015037757035,0.14691072606765238,0.15151058807132897,0.17851017956109605,0.13178272992202025,0.1578503847432088,0.13693641179048363,0.1729795657487892,0.11810929680754495,0.16769369557927932,0.13082412433168786,0.21461087076902638,0.12873724719356497,0.19531164106516435,0.09812945631774601,0.25257585372936303
PAX7,-0.0367896095403359,0.21887127318036595,-0.02442441986324603,0.15466272056256142,-0.018316614569537534,0.18444036638256683,-0.04565684183186568,0.18869627400107433,-0.038314441020778224,0.1887378905297042,-0.027256546351116243,0.18805607994512877,-0.05151369482090021,0.21137105694912586,-0.02011880418604372,0.2217880396903524,-0.007586927313037429,0.22440803884281252,-0.042378433777877325,0.21279858016144873,-0.03372988543843894,0.24414135665333686
SALL1,-0.002019049907541418,0.1780919651370267,-0.09681541558851674,0.2218793270171653,-0.0525154361091484,0.19954722310288875,-0.06181564048065514,0.21289969442486073,-0.07823333842851295,0.20629272777327679,-0.09054100621031017,0.23031924245437183,-0.0686822272765095,0.22952389810130175,-0.07673297838253476,0.22406075708537335,-0.07351910109389026,0.23960615205954758,-0.08006043638373128,0.25679386248641234,-0.04487961018399067,0.2987599091051406
CTSZ,0.06306628097718694,0.13703818805766285,0.04529778293278466,0.13889735651420407,0.03209492147111485,0.15807185080614342,0.06804179253308017,0.17474105596693068,0.02853298395773538,0.17947572592798883,0.06789233880151387,0.16887186921985223,0.06372902411229081,0.19611859045161784,0.06762416750844924,0.19472524067867564,0.08041753271511666,0.22173050339311876,0.12595572796039448,0.20733006300664605,0.07555511346028973,0.23918444785567655
FAM183A,0.06763879902766091,0.1995333620141843,0.060948981593871895,0.18436494607904616,0.0713299039800762,0.20562239391181067,0.06595224405666822,0.19412964000730096,0.05999284082799854,0.1921632852084761,0.07797192669689267,0.24147690578342454,0.08893183761895984,0.21358232414715556,0.08361376597145721,0.2122701494082255,0.061968919506222506,0.22865944663729137,0.08396074015315334,0.2535457948582271,0.08029512063246959,0.22616884763103262
LCLAT1,0.0656340309475934,0.20036154273556575,0.027296935677544897,0.17986807179658515,0.04814700609287362,0.1689411500269483,0.02292696949716306,0.18710743923717832,0.052528142475858,0.20752585937422877,0.05042693131552101,0.19285501396799226,0.06442213121093168,0.23123211677195965,0.0352154696674822,0.2503672278785293,0.045733035669220226,0.23599365465341499,0.01746094169866735,0.2340630781646615,-0.006915398534759687,0.28475046659249253
PABPC4,0.11860213717086637,0.1653281465748463,0.09889665985969168,0.14898104054725547,0.11979391957059907,0.19655643099994788,0.11310054244422123,0.16075464644280185,0.12505081613525265,0.17249353604566695,0.137485190361063,0.1737892076908448,0.11827958494409078,0.17548603824131767,0.07468837029488755,0.1703301132510007,0.11061218695288834,0.1957821200734708,0.08057335781992254,0.19111452402458518,0.1203122156522419,0.21893816377822548
PTPN6,0.1522708690643002,0.17243168184155713,0.09639885677370777,0.170279108235956,0.1458296822670437,0.1821655398554833,0.1163838366830634,0.18591043384336334,0.10856112070824568,0.17675615806218778,0.10413623763987753,0.18338678573929074,0.1583226617565487,0.1974073600306894,0.12116709637471128,0.22640324154189984,0.136454877019675,0.2152273269832946,0.128109106669577,0.2150077648978838,0.15290485858725095,0.2523063585176799
AP3B2,-0.05853021434360844,0.1783889173174458,-0.031318742264798805,0.16378606916298505,-0.020067594727031714,0.1499712733104354,-0.006835937043720395,0.19308389823829153,-0.04086250039767859,0.1884123853297983,-0.038440515456361075,0.19984481821288852,-0.060372555105454105,0.19692957671974487,-0.04207750088598149,0.22226429952084398,-0.0024888772452710487,0.22761367178999348,-0.006047895661738793,0.2290676337107492,-0.007350667219785492,0.2717850175144129
